Provider ID,Hospital name,City,State,Payment,Lower estimate,Higher estimate,Payment category,Value of care display name,Value of care category
390084,SUNBURY COMMUNITY HOSPITAL,SUNBURY,PA,"$18,876","$16,667","$21,035",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420105,MCLEOD LORIS  HOSPITAL,LORIS,SC,"$20,016","$19,340","$20,730",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,MEADOWBROOK,PA,"$18,202","$17,068","$19,441",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390164,UPMC PRESBYTERIAN SHADYSIDE,PITTSBURGH,PA,"$27,290","$25,305","$29,581",Greater Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Higher Payment
390173,INDIANA REGIONAL MEDICAL CENTER,INDIANA,PA,"$15,967","$14,511","$17,548",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390107,UPMC PASSAVANT,PITTSBURGH,PA,"$17,732","$16,693","$18,826",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420007,SPARTANBURG MEDICAL CENTER,SPARTANBURG,SC,"$23,766","$23,053","$24,492",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
390072,BERWICK HOSPITAL CENTER,BERWICK,PA,"$22,638","$19,769","$25,924",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390304,ROXBOROUGH MEMORIAL HOSPITAL,PHILADELPHIA,PA,"$25,953","$22,514","$29,657",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390184,HIGHLANDS HOSPITAL,CONNELLSVILLE,PA,"$15,320","$13,329","$17,634",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
391307,TYRONE HOSPITAL,TYRONE,PA,"$16,889","$14,450","$19,310",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420055,CAROLINAS HOSPITAL SYSTEM MARION,MULLINS,SC,"$14,555","$13,085","$16,213",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
420086,PALMETTO HEALTH BAPTIST,COLUMBIA,SC,"$20,040","$19,626","$20,479",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390086,PENN HIGHLANDS DUBOIS,DUBOIS,PA,"$17,528","$16,455","$18,636",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
420104,MOUNT PLEASANT HOSPITAL,MOUNT PLEASANT,SC,"$18,016","$17,217","$18,881",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390178,UPMC HORIZON,GREENVILLE,PA,"$15,518","$14,363","$16,812",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,BEAUFORT,SC,"$19,844","$19,259","$20,445",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390233,HANOVER HOSPITAL,HANOVER,PA,"$18,411","$17,325","$19,580",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
390328,UPMC EAST,MONROEVILLE,PA,"$20,734","$19,557","$21,955",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390133,LEHIGH VALLEY HOSPITAL,ALLENTOWN,PA,"$17,021","$16,348","$17,713",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
440018,SYCAMORE SHOALS HOSPITAL,ELIZABETHTON,TN,"$16,814","$14,895","$18,891",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
391315,PENN HIGHLANDS ELK,SAINT MARYS,PA,"$20,756","$18,781","$22,910",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
420043,CHEROKEE MEDICAL CENTER,GAFFNEY,SC,"$17,107","$15,233","$19,169",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,CHARLESTON,SC,"$17,206","$15,931","$18,618",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
440059,COOKEVILLE REGIONAL MEDICAL CENTER,COOKEVILLE,TN,"$16,883","$16,268","$17,518",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
390151,CHAMBERSBURG HOSPITAL,CHAMBERSBURG,PA,"$18,088","$17,602","$18,567",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390102,UPMC ST MARGARET,PITTSBURGH,PA,"$26,103","$22,878","$29,692",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
420073,LEXINGTON MEDICAL CENTER,WEST COLUMBIA,SC,"$17,404","$16,804","$18,059",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390233,HANOVER HOSPITAL,HANOVER,PA,"$17,271","$16,240","$18,350",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390104,KANE COMMUNITY HOSPITAL,KANE,PA,"$17,978","$15,867","$20,080",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390237,REGIONAL HOSPITAL OF SCRANTON,SCRANTON,PA,"$17,944","$17,026","$18,842",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
390138,WAYNESBORO HOSPITAL,WAYNESBORO,PA,"$23,974","$21,211","$27,044",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
391313,UPMC COLE,COUDERSPORT,PA,"$17,478","$15,140","$20,174",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390328,UPMC EAST,MONROEVILLE,PA,"$18,489","$16,943","$20,195",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420073,LEXINGTON MEDICAL CENTER,WEST COLUMBIA,SC,"$20,704","$20,044","$21,361",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390115,ARIA HEALTH,PHILADELPHIA,PA,"$25,049","$23,300","$26,992",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,HARTSVILLE,SC,"$23,566","$20,860","$26,530",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,COALDALE,PA,"$17,038","$15,602","$18,546",No Different Than the National Average Payment,Value of Care Heart Failure measur,Better Mortality and Average Payment
390160,CANONSBURG GENERAL HOSPITAL,CANONSBURG,PA,"$17,456","$15,480","$19,680",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420018,PALMETTO HEALTH RICHLAND,COLUMBIA,SC,"$21,526","$20,651","$22,421",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
390100,LANCASTER GENERAL HOSPITAL,LANCASTER,PA,"$19,788","$19,424","$20,172",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
420085,GRAND STRAND REGIONAL MEDICAL CENTER,MYRTLE BEACH,SC,"$18,174","$17,397","$18,911",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390198,MILLCREEK COMMUNITY HOSPITAL,ERIE,PA,"$26,047","$22,752","$29,643",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,MONTROSE,PA,"$19,539","$18,386","$20,752",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,FLORENCE,SC,"$18,728","$18,002","$19,457",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
420018,PALMETTO HEALTH RICHLAND,COLUMBIA,SC,"$17,942","$17,101","$18,765",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420036,MUSC HEALTH LANCASTER MEDICAL CENTER,LANCASTER,SC,"$24,608","$22,068","$27,347",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
420108,UNION MEDICAL CENTER,UNION,SC,"$15,331","$13,222","$17,843",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420002,PIEDMONT MEDICAL CENTER,ROCK HILL,SC,"$18,017","$17,178","$18,845",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
391312,PENN HIGHLANDS BROOKVILLE,BROOKVILLE,PA,"$18,245","$16,102","$20,709",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420080,HILTON HEAD REGIONAL MEDICAL CENTER,HILTON HEAD ISLAND,SC,"$27,890","$25,439","$30,605",Greater Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Higher Payment
420107,MCLEOD HEALTH CHERAW,CHERAW,SC,"$17,363","$15,208","$19,528",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390228,ST CLAIR HOSPITAL,PITTSBURGH,PA,"$17,866","$16,712","$19,047",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390123,POTTSTOWN HOSPITAL,POTTSTOWN,PA,"$26,944","$23,979","$30,196",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
420101,COASTAL CAROLINA HOSPITAL,HARDEEVILLE,SC,"$16,029","$14,388","$17,967",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
430013,AVERA QUEEN OF PEACE,MITCHELL,SD,"$17,049","$15,640","$18,521",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
390226,PENNSYLVANIA HOSPITAL,PHILADELPHIA,PA,"$16,598","$15,218","$17,952",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
430005,PRAIRIE LAKES HOSPITAL,WATERTOWN,SD,"$14,567","$13,004","$16,046",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,CLINTON,SC,"$16,163","$14,600","$17,859",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390194,ST LUKE'S HOSPITAL-GNADEN HUETTEN CAMPUS,LEHIGHTON,PA,"$15,334","$14,161","$16,631",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
390204,NAZARETH HOSPITAL,PHILADELPHIA,PA,"$24,494","$22,385","$26,777",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390290,HAHNEMANN UNIVERSITY HOSPITAL,PHILADELPHIA,PA,"$17,124","$15,570","$18,706",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
391314,TITUSVILLE HOSPITAL,TITUSVILLE,PA,"$17,297","$15,004","$19,962",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390072,BERWICK HOSPITAL CENTER,BERWICK,PA,"$21,985","$20,502","$23,505",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
420091,CAROLINAS HOSPITAL SYSTEM,FLORENCE,SC,"$17,124","$16,080","$18,133",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
421301,ABBEVILLE AREA MEDICAL CENTER,ABBEVILLE,SC,"$15,237","$13,274","$17,103",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
440016,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,HUNTINGDON,TN,"$17,683","$15,638","$19,975",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,BEAUFORT,SC,"$15,472","$14,244","$16,849",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SIOUX FALLS,SD,"$19,086","$17,330","$20,948",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
440132,HENRY COUNTY MEDICAL CENTER,PARIS,TN,"$17,876","$16,307","$19,727",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
390203,DOYLESTOWN HOSPITAL,DOYLESTOWN,PA,"$17,366","$16,556","$18,199",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
420102,GHS PATEWOOD MEMORIAL HOSPITAL,GREENVILLE,SC,"$17,257","$16,903","$17,604",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
420089,EAST COOPER MEDICAL CENTER,MOUNT PLEASANT,SC,"$19,134","$18,567","$19,694",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
390142,ALBERT EINSTEIN MEDICAL CENTER,PHILADELPHIA,PA,"$25,175","$22,804","$27,691",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390211,SHARON REGIONAL HEALTH SYSTEM,SHARON,PA,"$20,737","$19,698","$21,823",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
420091,CAROLINAS HOSPITAL SYSTEM,FLORENCE,SC,"$19,182","$18,198","$20,226",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
410011,LANDMARK MEDICAL CENTER,WOONSOCKET,RI,"$24,593","$22,646","$26,624",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,PITTSBURGH,PA,"$16,605","$14,400","$18,660",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
